acc_vectorizer_type;acc_vectorizer_parameters;acc_model;acc_model_parameters;f1_vectorizer_type;f1_vectorizer_parameters;f1_model;f1_model_parameters;avg_char_per_word;avg_class_count;avg_unique_words_per_doc;english_stopword_ratio;max_char_per_word;max_class_count;max_min_length_ratio;max_words_per_doc;min_char_per_word;min_class_count;min_words_per_doc;number_of_classes;number_of_documents;number_of_words;punctuation_token_ratio;special_char_ratio;type_token_relation;vocabulary_size;avg_bigram_freq_per_doc;avg_std_ratio_class_count;avg_trigram_freq_per_doc;avg_words_per_doc;hapax_legomena_ratio;high_frequency_word_ratio;kurtosis_per_doc;long_word_ratio;median_words_per_doc;numeric_token_ratio;rare_word_ratio;skewness_per_doc;std_char_per_word;std_class_count;std_words_per_doc;variance_words_per_doc;class_entropy;corpus_word_entropy;max_class_entropy;mean_info_gain_ratio;mean_mutual_info_words_classes;normalized_class_entropy;words_per_doc_entropy;avg_feature_importance;avg_prediction_time;avg_training_time;avg_tree_depth;coef_stability;embedding_matrix_size;ideal_clusters_for_kmeans;num_tree_leaves;num_tree_nodes;sparsity;svd_top10_singular_ratio;svd_total_explained_ratio;svd_total_explained_variance;svd_total_singular_sum;avg_acc;avg_balanced_acc;avg_f1_macro;avg_f1_micro;avg_f1_weighted;cluster_label_agreement;davies_bouldin_score_embeddings;linear_vs_nonlinear_gap_acc;linear_vs_nonlinear_gap_balanced_acc;linear_vs_nonlinear_gap_f1_macro;linear_vs_nonlinear_gap_f1_micro;linear_vs_nonlinear_gap_f1_weighted;robustness_to_noise_acc_linear;robustness_to_noise_balanced_acc_linear;robustness_to_noise_f1_macro_linear;robustness_to_noise_f1_micro_linear;robustness_to_noise_f1_weighted_linear;silhouette_score_embeddings;automated_readability_index;coleman_liau_index;dale_chall_readability_score;difficult_words;flesch_kincaid_grade;flesch_reading_ease;gunning_fog;linsear_write_formula;school_grade;smog_index
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 1.55975525602616), ('fit_prior', False)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.016195917163447086), ('fit_prior', False)]);4.637663060904197;1003.0;11.031904287138584;0.0;158.0;1742.0;158.0;158.0;1.0;493.0;1.0;5.0;5015.0;59257.0;0.0023963413605143694;0.8358309869933414;0.12931805525085643;7663.0;10.815952143569293;2.0238213065651385;9.826919242273181;11.815952143569293;0.6025055461307582;0.0;26.331508895628073;0.16521254872842028;9.0;0.0023963413605143694;0.07791484550348482;3.6334704148288077;10.986415284490798;495.59711460015586;10.987510803791968;120.72539366344525;2.1836638146615117;9.957237730419742;2.321928094887362;0.06153023851538302;0.001090096919934775;0.9404528156878356;3.034727375107288;1;3.8083394368489586e-06;0.08045252164204915;307.0;0.39980414676513326;766300.0;9.0;1746.0;3491.0;0.9943898305084746;0.18691669347434903;0.6591308291317737;0.6037186354383217;525.3901828915238;0.4155542479505439;0.30453280871711;0.27432957612781905;0.4155542479505439;0.3582515446536827;0.022142172350684216;4.969068015351436;-0.0061804618995397465;0.0027414125547630674;0.00721587547652186;-0.0061804618995397465;0.00222326128944772;0.04127617476856832;0.04512920345767202;0.04810886370735579;0.029714369433730736;0.03763464765623353;0.032130902876281314;7387.413393016858;1.0339549208068242;752.2168999999999;0.0;5758.070000000001;-14873375;5909.6;50.0;49;3.1291
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.3095275321432814), ('fit_prior', True)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.29959763172534265), ('fit_prior', True)]);4.637663060904197;2507.5;11.031904287138584;0.0;158.0;2652.0;158.0;158.0;1.0;2363.0;1.0;2.0;5015.0;59257.0;0.0023963413605143694;0.8358309869933414;0.12931805525085643;7663.0;10.815952143569293;12.270382379413618;9.826919242273181;11.815952143569293;0.6025055461307582;0.0;26.331508895628073;0.16521254872842028;9.0;0.0023963413605143694;0.07791484550348482;3.6334704148288077;10.986415284490798;204.35385976291224;10.987510803791968;120.72539366344525;0.9976031603472433;9.957237730419742;1.0;0.029754498493879605;0.0009176035034689434;0.9976031603472433;3.034727375107288;1;3.7097930908203118e-06;0.03699167569478353;270.0;0.6880881904457775;766300.0;9.0;690.0;1379.0;0.9943898305084746;0.18691669347434903;0.6591308291317737;0.6037186354383217;525.3901828915238;0.7992013826252701;0.7986566353853827;0.798201252402459;0.7992013826252701;0.7988739194110962;0.0862333232539722;4.754006206404703;0.008373563662706585;0.0054822288328622015;0.00791264735641084;0.008373563662706585;0.008440243907173794;0.08434553414710266;0.09586907982487192;0.08741136588728216;0.08733942467288403;0.08515750693873647;0.030959728362127743;7387.413393016858;1.0339549208068242;752.2168999999999;0.0;5758.070000000001;-14873375;5909.6;50.0;49;3.1291
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 2), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 3.754951705122142), ('fit_prior', False)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 2), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 0.004576349239753028)]);4.7506793826590785;210.25;38.274673008323425;0.4245221229464807;69.0;239.0;69.0;69.0;1.0;141.0;1.0;4.0;837.0;39006.0;0.001794595703225145;0.029684989265565197;0.29239091421832536;11405.0;45.38049940546968;4.528491907148148;44.38525564803805;46.38049940546968;0.7186321788689172;8.768084173608067e-05;1.8280570505544178;0.21635133056452854;50.0;0.00046146746654360867;0.22242731887401937;-1.5005429633813427;12.93881330121038;46.42826007221608;12.94651268499275;167.61219070267822;1.9712821343773996;10.826939612844143;2.0;0.03084116763705952;0.002768705645274743;0.9856410671886998;5.067607214778407;1;3.952980041503906e-06;0.022020657857259113;29.0;0.2753218803609267;1140500.0;8.0;271.0;541.0;0.9746789536266349;0.17414409525678057;0.46379729654512647;0.4234126374744812;191.2021292288851;0.39436959837315716;0.3658170846438597;0.3481160163604857;0.39436959837315716;0.37267280825781096;0.034874416003354704;8.47712737193722;-0.044047619047619;-0.039595785857861165;-0.04049623833938509;-0.044047619047619;-0.04363763718382996;0.08202423318081681;0.04927364761311459;0.0906476913501898;0.06183697678359601;0.07318565650184017;0.009540173885931473;12.653882804478293;9.548147386813302;9.36154494083614;5650.0;9.849474505592895;66.15383197934948;11.94427385940101;8.333333333333334;8;10.579718566378274
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 5.766061408724094), ('degree', 4), ('gamma', 0.01214133380151698)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 4), ('gamma', 0.008155518761210566)]);4.732548371402929;1903.75;62.90715692711753;0.08008612430980167;1416.0;2670.0;118.0;1416.0;12.0;994.0;12.0;4.0;7615.0;661858.0;0.00370472216094691;0.040635419541907115;0.05868328251679363;38840.0;85.915036112935;2.6041453032108035;84.915036112935;86.915036112935;0.42422760041194646;0.0;42.52669486013408;0.2629385759483152;68.0;0.0070241653043402056;0.027255090971175087;4.234432728838766;64.67569689352035;731.0459971848557;64.67994391042701;4183.495144255985;1.9150035407605615;10.332258044629317;2.0;0.02617684436674795;0.004973812339662117;0.9575017703802807;5.660242736348619;1;4.399617513020833e-06;0.3955140908559163;55.0;0.675069557450442;3884000.0;2.0;1076.0;2151.0;0.9555259356533158;0.20393751317713874;0.36950965049116347;0.31738532547088905;499.524859549711;0.6958209483928829;0.6035670924177373;0.5837291372547759;0.6958209483928829;0.6672895084347003;0.22395321571128313;8.961435391555948;-0.0162796337213027;-0.03686097960380308;-0.05909399716149755;-0.0162796337213027;-0.04292829698678147;0.13065549634785867;0.12767754267387232;0.1237784700214416;0.13288558741060008;0.13418252872832115;0.005030968930183872;9.624043916888944;9.24603634056492;19.14705369363048;21030.0;10.28113302320033;52.57035924683379;12.64249025251817;14.25;9;12.131174288959041
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 0.011647493237110968)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 3.3748331004644685), ('degree', 2), ('gamma', 0.010274661364648736)]);4.732548371402929;2538.3333333333335;62.90715692711753;0.08008612430980167;1416.0;2671.0;118.0;1416.0;12.0;2274.0;12.0;3.0;7615.0;661858.0;0.00370472216094691;0.040635419541907115;0.05868328251679363;38840.0;85.915036112935;11.088302176157818;84.915036112935;86.915036112935;0.42422760041194646;0.0;42.52669486013408;0.2629385759483152;68.0;0.0070241653043402056;0.027255090971175087;4.234432728838766;64.67569689352035;228.91992777679565;64.67994391042701;4183.495144255985;1.5809776975332392;10.332258044629317;1.584962500721156;0.02461118378384202;0.004710913631115702;0.9974858691066169;5.660242736348619;1;4.566510518391927e-06;0.36786532402038574;66.0;0.6877061508862478;3884000.0;2.0;846.0;1691.0;0.9555259356533158;0.20393751317713874;0.36950965049116347;0.31738532547088905;499.524859549711;0.7746572952355649;0.7649067071291049;0.7606241882768087;0.7746572952355649;0.7676528680353526;0.2880731157496679;9.254706658923602;-0.02350477287697783;-0.028296433647594155;-0.03436580817157642;-0.02350477287697783;-0.03275575086257487;0.14050572042773135;0.14178416178861963;0.1381035757335879;0.12605978725576827;0.14377673355055953;0.006930557343758819;9.624043916888944;9.24603634056492;19.14705369363048;21030.0;10.28113302320033;52.57035924683379;12.64249025251817;14.25;9;12.131174288959041
word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 5000, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 35), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 196)]);word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 5000, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 30), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)]);4.813443791873102;3634.4;58.56075280651552;0.07875324801093322;1416.0;9005.0;202.28571428571428;1416.0;7.0;994.0;7.0;5.0;18172.0;1432453.0;0.003755795129054845;0.040828825531095236;0.04372848533250306;62639.0;77.8274818401937;1.1237100207748978;76.8274818401937;78.8274818401937;0.4618209102955028;0.0;42.85746412445377;0.2748502045093277;61.0;0.006484680474682241;0.022314170168235885;4.187977629667122;55.50532481430026;3234.2863664184097;55.50685209846686;3081.0106298810747;1.9129635203660262;10.44065153751121;2.321928094887362;0.018102668243674336;0.0030271811936469425;0.8238685446712014;5.587551500013474;1;4.536310831705729e-06;1.7780578136444092;205.0;0.7632946550476357;6263900.0;4.0;3237.0;6473.0;0.9581417015188202;0.202432467820692;0.355548459277893;0.30899241914021464;761.3824847159282;0.5830949777173101;0.4326031354661766;0.4307865004126296;0.5830949777173101;0.559763818033584;0.07810348648874148;7.887957389116346;-0.03527359095598159;-0.08824219927177751;-0.09597152125176889;-0.03527359095598159;-0.07576274870319011;0.07819726936933225;0.11667448888843457;0.12455441343988372;0.08397510797564356;0.09348286404570283;0.005985398602703036;9.506328607354824;9.595601603931133;19.160151936126056;32895.0;10.192070359016977;51.43230580606351;12.6417440719073;7.25;9;12.176143492713528
word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 5000, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 30), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 4), ('n_estimators', 197)]);word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 5000, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 29), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)]);4.813443791873102;6057.333333333333;58.56075280651552;0.07875324801093322;1416.0;13227.0;202.28571428571428;1416.0;7.0;2274.0;7.0;3.0;18172.0;1432453.0;0.003755795129054845;0.040828825531095236;0.04372848533250306;62639.0;77.8274818401937;0.9750571249781517;76.8274818401937;78.8274818401937;0.4618209102955028;0.0;42.85746412445377;0.2748502045093277;61.0;0.006484680474682241;0.022314170168235885;4.187977629667122;55.50532481430026;6212.285596568571;55.50685209846686;3081.0106298810747;1.1153484341285247;10.44065153751121;1.584962500721156;0.014409388192302036;0.0024118657760849736;0.703706512691021;5.587551500013474;1;4.49975331624349e-06;1.705459197362264;123.0;0.7737729628259464;6263900.0;2.0;1719.0;3437.0;0.9581417015188202;0.202432467820692;0.355548459277893;0.30899241914021464;761.3824847159282;0.8001505657613833;0.5963112806169951;0.6042937051800952;0.8001505657613833;0.7802607048953409;0.0768835831467276;9.394553378583456;-0.03224740774243684;-0.11487153018779395;-0.1270801422544543;-0.03224740774243684;-0.06574740057988104;0.07126374312887851;0.15239974724555216;0.14921753054084852;0.06878712427819955;0.08957245065629249;0.009070309769142627;9.506328607354824;9.595601603931133;19.160151936126056;32895.0;10.192070359016977;51.43230580606351;12.6417440719073;7.25;9;12.176143492713528
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 8.887731542547257), ('max_iter', 988)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.08409262753436206), ('fit_prior', False)]);5.511695603649627;1080.0;14.68925925925926;0.0050229505482521355;184.0;2150.0;184.0;184.0;1.0;395.0;1.0;5.0;5400.0;86913.0;0.006017511764638201;0.04249302946897541;0.16091954022988506;13986.0;15095;1.2837794310512383;14.106851851851852;16095;0.6407836407836408;0.0;15.862295904979721;0.27204215709962837;12.0;0.010113561837699769;0.11903857880869376;3.1940512193543857;15.645732260362983;841.2660102488392;15.64718114051244;244.83427764400818;1.9769258816668995;11.165437773763763;2.321928094887362;0.03666134774590626;0.0025881374420024922;0.8514156342825083;3.423768934323989;1;3.843307495117188e-06;0.11869772275288899;184.0;0.5256445313355848;1398600.0;9.0;1352.0;2703.0;0.9886496296296297;0.17311624523115848;0.4520504122572936;0.43385577154601174;475.5874602159334;0.6495061728395061;0.3929904597515302;0.37454096453368124;0.6495061728395061;0.5952929147961501;0.05108898810254715;6.120693967408638;-0.028888888888888964;-0.044422488211431355;-0.0665351491371734;-0.028888888888888964;-0.04899765042008486;0.11537037037037046;0.08146687337034336;0.09647325718761873;0.10407407407407421;0.11138770619226346;0.011784765286008006;10.400777132360187;12.664349799389399;19.454581452861355;7201.0;8.276546591220825;56.63659128105161;9.120981545226563;4.2727272727272725;9;9.65387444116152
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 4), ('gamma', 1.2086377726631796)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 1.7432896381432352)]);5.511695603649627;2700.0;14.68925925925926;0.0050229505482521355;184.0;2821.0;184.0;184.0;1.0;2579.0;1.0;2.0;5400.0;86913.0;0.006017511764638201;0.04249302946897541;0.16091954022988506;13986.0;15095;15.778415778542797;14.106851851851852;16095;0.6407836407836408;0.0;15.862295904979721;0.27204215709962837;12.0;0.010113561837699769;0.11903857880869376;3.1940512193543857;15.645732260362983;171.1198410471445;15.64718114051244;244.83427764400818;0.9985507836714747;11.165437773763763;1.0;0.024279352255612893;0.001969492192103544;0.9985507836714747;3.423768934323989;1;3.824234008789063e-06;0.07305653889973958;202.0;0.9075292834466508;1398600.0;8.0;468.0;935.0;0.9886496296296297;0.17311624523115848;0.4520504122572936;0.43385577154601174;475.5874602159334;0.895493827160494;0.894959841991423;0.8951860975906354;0.895493827160494;0.8953808844628667;0.23244503379388823;7.4171646769562445;-0.020370370370370483;-0.019517131428714474;-0.020261372450003257;-0.020370370370370483;-0.020268684517760427;125;0.1202428438741383;0.12269751274607255;0.11981481481481493;0.11640272787006456;0.011900728209731131;10.400777132360187;12.664349799389399;19.454581452861355;7201.0;8.276546591220825;56.63659128105161;9.120981545226563;4.2727272727272725;9;9.65387444116152
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 0.0012572939988144986), ('max_iter', 886)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.01612374388052322), ('fit_prior', False)]);5.152659578742657;402.0;169.85572139303483;0.34857255199018533;1386.0;426.0;92.4;1386.0;15.0;378.0;15.0;2.0;804.0;248874.0;0.0017277819298118727;0.01334244377618394;0.05572297628518849;13868.0;308.54477611940297;11.844038584874673;307.54477611940297;309.54477611940297;0.45933083357369486;7.210845111047014e-05;3.2711354134643402;0.28673545649605825;264.5;0.022159807774215064;0.028894139202970178;1.5709052918821444;198.26839750155708;33.94112549695428;198.39181388294605;39359.311815765504;0.9974273944478682;9.958632772607597;1.0;0.0021313081724654522;0.0007227634151866138;0.9974273944478682;6.795027300979329;0.0010000000000000002;6.113052368164063e-06;0.041959921518961586;26.0;0.26070390812432204;1386800.0;2.0;116.0;231.0;0.8780323383084577;0.25020737428238776;0.6036449715230096;0.4208730034761491;183.9553606990143;0.5095356550580431;0.5006520605112155;0.4791643917908386;0.5095356550580431;0.4848019231991964;0.0017936003455901895;2.5699914627417106;-0.029850746268656636;-0.02176019077427538;-0.0057873697057966855;-0.029850746268656636;-0.00988361972632773;0.013681592039800905;0.014513003949623793;0.04384965784888073;0.008706467661691475;-0.03488812938984309;0.07764450382852287;15.245520122371424;12.472355039496254;11.819381029641352;7805.0;13.674757081712382;41.2160253338204;16.262954188070903;13.4;12;14.900759448642965
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 5.116374169599801), ('max_iter', 100)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 5.130730730218633), ('max_iter', 100)]);4.577991950857869;700.5;10.810611467999049;0.46970760883862456;69.0;702.0;69.0;69.0;1.0;700.0;1.0;6.0;4203.0;47210.0;0.0;0.006532357198316222;0.07038762973946198;3323.0;10.232453009754938;837.2576408387428;9.232690935046396;11.232453009754938;0.3472765573277159;0.0;15.439760427594418;0.22291887312010167;10.0;0.0;0.025354797712349077;2.1738295467904636;4.795804073784238;0.8366600265340756;4.796374697151571;23.00521023547583;2.5849616435488887;9.004723236500142;2.584962500721156;0.1269035405461637;0.007334370626605935;0.999999668400502;3.3240623539960183;1;3.835360209147136e-06;0.04722166061401367;83.0;0.5557369449553488;332300.0;9.0;336.0;671.0;0.9908967404235071;0.17254969598693504;0.4433074279776472;0.42905494495737795;418.55902883124986;0.9255293837734951;0.9255458550880582;0.925160186777951;0.9255293837734951;0.9251459015312314;0.18691758827247204;6.987767974723325;-0.013085891030216512;-0.013085441554683386;-0.012841669754619311;-0.013085891030216512;-0.012842332296260306;0.20794670473471333;0.2131626784702606;0.21546795960868792;0.21674994051867724;0.20689770643015937;0.016304980699181224;1815.9015728577713;10.53375132387206;187.94293351310836;1715.0;1418.2770281719975;-3605.1231980675534;1456.3713685171006;57.0;56;118.629645313398
